"Star_Rating","User","Title","Body","Date"
"4.0 out of 5 stars","Michael Potts","Hard to Find Good Help","When it works, it's indistinguishable from magic. When it doesn't work, it's frustrating.Since Alexa (impossible not to personify) relies on a robust communication to the internet ... and quickly responsive reactions of the various cloud partners, the frustrations are sporadic. The TP-Link Smart Plugs lose their connections, and so using them for mission critical applications (like entry lighting) can be problematic. Sometimes the problems heal themselves -- a directive to which Alexa fails to respond one minute may be executed perfectly the next. When a plug gets permanently lost, it can usually be unplugged and then plugged back in, and it will resume its former identity ... but not always, and so using a plug in a difficult-to-access location is an invitation for trouble.I wrote my own Flash Briefing cloud service, and with great and attentive help from an Alexa tech, got it working perfectly -- it runs on the Raspberry Pi that control my home's hydronic heating system.This feels like the first generation of a Great Idea -- and we see follow-on products from Google and Apple already -- and so I can only assume that, like the Kindle and Amazon Prime, the idea will mature. My only misgiving is that once one buys in to a compatible technology -- like the Philips hub and lights -- one's committed ""for life"" to that solution, even as better solutions come along. Seymour Papert describes this as ""the Brazil Effect"" -- early adopters often get left behind as a technology matures. And that, in a nutshell, is the story of my life!","December 28, 2016"
"5.0 out of 5 stars","jesuskidcos","Alexa, my new best friend!","Alexa and I are still getting to know one another, but by using it with the TP-Link plugs, my bedroom is now voice controlled.  My 91-yr old mother was so envious, she asked for one too.  Now she gets up in the morning and can turn on the main lights using her voice.  She doesn't have to walk all around the apartment putting on lights.","January 1, 2017"
"1.0 out of 5 stars","Amazon Customer","We love this product !","We love this product !  However when Alexa tells you that you need to upgrade your router just do it and save yourself hours of trying to make an old router work; even with the help of a very friendly Echo support staff.  Setup took less than one minute with the new router from Comcast Business Services vs the nine, hour plus, attempts to get the old router working.","January 12, 2017"
"1.0 out of 5 stars","jason c breaux","Only compatible with what Amazon wants.  Support for product HORRIBLE.","Very disappointed in this device. I have spent more time trying to get it connect to all devices, having it perform tasks and I find it easier to either do it myself or ask my Iphone. About the only thing Alexa could get correct was the weather. The deal breaker for me on sending it back was that it only allows one to utilize a Google Calendar.  I find it hard to believe that all the purchasers of this device gave up their own calendar and switched to Google.  I use a *.live.com account and after spending 5 days, there is no way to sync my Outlook calendar with Google Calendar.Having to contact technical support 3-4 times a day is absurd. This device is not capable of anything my iPhone cant do faster and more reliably.  Support was horrible assisting with the calendar issue, they kept directing me to call Google directly.This seems like a innovative concept. But, its far from being close to what it is advertised for.  I'm extremely disappointed in Amazon and the limitations of this product.","February 11, 2017"
"5.0 out of 5 stars","Walker Boh","A Dot for Mom","The value of this thing is amazing. I got this for Mom to allow her to lock the front door and control the lights, both of which are a flight down. However, this helps here with questions she might have for the Internet, and saves her stoking up her tablet. The device is being underutilized, but it's there for her 24 x 7.","January 20, 2017"
"5.0 out of 5 stars","Tom","It keeps getting better and better.","The echo's little sister. It's great for the bedroom","April 10, 2017"
"5.0 out of 5 stars","Kathy","You're missing out if you don't buy this","Love the Amazon Echo Dot. I also have the Echo at home and use it all the time. I love being able to speak and have things done for me.I keep the Dot by my desk at work to add to ToDo list alarms and play music softly behind my desk. The Echo at home is used to blast my favorite music, remind me when my washer is done and a whole host of other tasks for me.","December 6, 2016"
"5.0 out of 5 stars","B. Brothers","Won't pair with Bose","UPDATE:  I was having trouble pairing the speaker because I mixed it up with the other Dot.  It was paired and streaming to the speaker downstairs instead of the one I thought it was paired with.  I guess it's a good idea to unplug your other Dots and Echos before pairing to be sure you are working with the correct unit on the Alexa app.  It's working great now.","December 2, 2016"
"4.0 out of 5 stars","Amazon Customer","A good gadget","Does most of everything advertised.It is a fun and useful product.","March 24, 2017"
"5.0 out of 5 stars","Gary DeMello","If you like Alexa, you will love the Dot","Now I have access to all of the Alexa skills in my home office as well as in our living area. Got a Bluetooth speaker to pair with the Dot and it sounds at least as good as the speaker in Alexa. May get at least one more for the master bedroom. Except for the sound quality (which isn't horrible-just not great) it does everything Alexa can do in a much more compact size.","November 12, 2016"
"2.0 out of 5 stars","William F. Forest","For some reason this does not work like our other dot","For some reason this does not work like our other dot . Does not seem to hear well or respond  well","March 4, 2017"
"5.0 out of 5 stars","MedStudent","Perfect Gift!","Got it as a gift for one of my best friends and she loves it. She is happy she can boss Alexa around instead of her fiancé lol","April 9, 2017"
"1.0 out of 5 stars","Amazon Customer","Connection Issues and Responsiveness to Voice Problems","The idea behind this device is great.  However, the device would not consistently work.  I had issues with connecting the device to wifi when I initially received it.  I somehow was able to connect after multiple times.  Once connected, there were several times I would speak to it and it wouldn't respond.  I even completed ""Voice Training"", but still would not work at times.  Then had connection issues again. I called Customer Service to resolve the issue, because I was getting a prompt for a password to connect to the device. The customer service rep didn't even know what I was talking about. Said, ""this is a first"".  I was so frustrated after talking to her that I decided to ship the device back. I'll try Google Home!","February 1, 2017"
"5.0 out of 5 stars","anonymous","THEY LOVE IT!","BOUGHT FOR A FAMILY MEMBERS BIRTHDAY.  THEY LOVE IT!","February 28, 2017"
"3.0 out of 5 stars","Amazon Customer","Like I said","Like I said, it's OK- bought the original echo last year and the sound is much better on that- I only bought this for another room and as it was 1/3 the price of the original echo, I have no complaints.","December 4, 2016"
"5.0 out of 5 stars","Spidy","Echo Dot 2nd Gen.  Awesome!"," We have three Echos and two 2nd Gen dots in the house.  I am slowly automating the house over with WEMO switches for the lights and ceiling fans.  We have Vivint security and Alexa is tied into that system as well and can lock all the doors, set thermostat, turn on alarm, and control the lamps in the house.  Having the Amazon prime music is great, one of the dots is hooked into my stereo system that I just leave on so I can listen to great sounding music at any time.  Below is a video I made for a friend of just a few things Alexa can do.","November 20, 2016"
"1.0 out of 5 stars","Tommy","Unable to hear me","Just received the dot and it's unable to hear me, even after pressing the voice button. Did a factory reset and still nothing. Talked to customer service for almost an hour and they said nothing can be done until it's back in Stock. I will say that I have a regular sized echo and love it.","November 3, 2016"
"2.0 out of 5 stars","darcy madison","SUCKS, NOT WHAT YOURE EXPECTING IT TO BE","Stupid....limited in what it can do.  Dont expect it to answer any more questions than what you could get when you search what to ask it...more often than not, it ""can't find an answer to the question you're asking,"" or is ""not sure what you are asking.""  Needs about 7 more years of development, or at least needs to be able to link to a search engine other than Bing, which in itself is a complete waste of time and wifi data.  If all you want is a speaker to play music, then you'll love this useless pile of underdeveloped technology.","February 7, 2017"
"5.0 out of 5 stars","NorhLoudspeaker","Fantastic","I have been a huge fan of the Echo for over a year.  Everyone in the family uses the Echo for various skills.  My Echo was in the bedroom which I used for my morning alarm and to listen to Internet radio.  In our kitchen, we have a Sonos 5.  The Sonos 5 seems outdated compared to the Echo but it does sound better.  I bought one Echo Dot to put in the kitchen.  I plugged it into the input jack on the Sonus.  I bought another DOT to put in my office.  I like the fact that I can listen to radio until I need to use the phone. I can then say ""Alexa -- pause"".  This will stop the radio while I am on the phone.  I can set alarms for appointments and conference calls.  I can use the DOT like a calculator while I do my expense reports.  I can even ask the Echo DOT to Dial out over my Ooma.I wanted to replace my Google Audio Cast with the Dot but the Dot doesn't work with Toslink. I think that would be a great addition.The speaker quality of the Echo Dot is not very good but it easily mates with blue tooth devices and you can plug it into higher quality audio systems.","November 25, 2016"
"3.0 out of 5 stars","Marcello Orlando","Ok for music, weather, timers, and games. Still needs a lot of training and a better microphone.","It's great for playing music, getting the weather, alarms and timers, and games. Otherwise, everything else it simply cannot do. Still needs a lot of training to become smarter.Also, it is somewhat hard of hearing. I also need to repeat myself to it even though I'm only a few feet away and yelling.","February 4, 2017"
"4.0 out of 5 stars","gd","Cool but frustratingly limited","There is a definite novelty factor to the Echo Dot and what  questions Alexa can answer. And it does offer a few convenience features. But it won't be long until you realize the Echo Dot and Alexa have a few shortcomings that prevent Alexa from transcending from a novelty item to a real productive virtual assistant. First, Alexa is all pull and no push. By that I mean the Dot is able to reach out and talk to other devices and cloud services when you initiate that conversation, but devices and cloud services cannot initiate the conversation themselves without Alexa reaching out first. This lack of support for push communications is very limiting. For example, take Alexa's ""reminder"". Say you would like to be reminded to take recycling out Tuesday mornings before leaving for work. All Alexa can do is add a ""to-do"" note in the Alexa app, and on Tuesday morning you will miss recycling again because the Dot won't notify you unless you ask Alexa what is in your to-do list that morning. That's just one simple use case that could easily be remedied by supporting push communications.Another shortcoming is Amazon's lack of a cloud productivity suite of its own thlo easily integrate with Alexa and support new skills.Finally, not a design flaw but still worth noting, Alexa does not offer voice based authentication. That is something important to keep in mind if you plan on having people over, as anyone can snoop through your to-do lists, shopping lists and calendars without your permission. I don't think anyone offers this level of security right now, so it's no surprise. But it would be nice to see Amazon break ground in this front first.Overall, this is a very cool product at a good price point. But the technology and the Alexa Skill Kit SDK is still very limited, so keep expectations low and you won't be disappointed.","December 29, 2016"
"4.0 out of 5 stars","toni","Great buy!  Super fun, handy, connects to low tech stereo etc, but weak power on sound","Got the Dot 2 and Evo battery, and within 2 weeks I also have an Echo and Tap.  I've been very confused about choosing between these devices just reading.  Impossible.  But I may keep all 3.  They aren't interchangeable for me.  About the Dot 2, I love it but it's not loud enough on its own for me.  Moving it around with the Evo battery was lame.  Why I'm keeping it?  It's the best clock-radio-personal-assistant that money can buy, potential hands free home management - lights, etc.  ""set an alarm for 7am"", ""add to my reminders"", ""weather""... And I can connect it to my stereo system, etc, for big sound hands free - great for entertaining, sitting and working uninterrupted, while house cleaning when my hands are full or wet.  Plus when I travel, it's going with me.  The Evo battery is likely to be returned in favor of the Tap for portable needs.  Only because I got a discount combo deal from Groupon for the Tap at $75.  The $35 Evo battery is fairly useless at about half the price I paid for the Tap and the Dot 2 is too quiet to bother moving around.The Echo I got used and it is in the kitchen - which is big and open with the living room, and patio access.  Fantastic!  It's loud enough to hear over cooking, dishwasher, noise, through an open the door onto the patio.  The sound is big enough for a quality music experience on its own - but can't replace my stereo.  None of the diminutive portable, bookshelf, etc, speakers can do that, even if it says Bose.","February 4, 2017"
"5.0 out of 5 stars","Jacob Huelstrunk","My smart phone is jealous","I had been hemming and hawing about buying an Amazon Echo for several months when my sister beat me to it (Christmas gift).I'm not an early adopter of technology, I only recently got an up-to-date smart phone, and wasn't really sure what I'd do with it. After living with Alexa for a week I know. It has replaced my radio, actually my smart phone which replaced my radio when the batteries died, for news, talk and weather. It has replaced my PC as my main source of music. I've finally got a kitchen timer! I can even turn my lights, (well, one light so far) on and off without fumbling with that twisty thing on the lamp. I've even got instant mood lighting.  And that's after one week.Setup was simple after my sister realized the device was registered to her and had to be unregistered. Voice recognition has been virtually flawless, much better that I expected given my north Brooklyn (actually west Queens) brogue. I've just started looking into skills and know I'll find a myriad other uses for Alexa.","December 31, 2016"
"3.0 out of 5 stars","Elizabeth LA","She's impressive, but still a novelty than a necessity due to her restrictions","She's not perfect, but she is heading in the right direction with what she can provide.  I often try to push her limits on what she can do for me and sometimes I'm surprised with what she can answer but similarly disappointed when she can't answer some basic questions.  For now she's great as an alarm, morning news briefing and adding things to my calendar verbally.  The speaker is nothing to write home about but I don't mind it when just playing light background music, if you want to really jam out sync her to a speaker.A huge bother is remembering commands for her.  For example you can't just say ""Play a song by ___"" she will default to your amazon music which I for one do not have.  So for Pandora I have to say ""Play Pandora song artist name"" instead of her being able to know to just find that song wherever it may be.  I don't also like that changing her voice to British (which I like because it's more pleasant) prevents her from ordering goods on amazon prime.  Since when does it matter what type of voice she has to do anything.  This should be fixed.  I also wish the app would allow you to speak to her, because often I want to use her on the go but can't because she's at home.  So I still default to Siri to ask to add things to calendar.overall she's still more on the novelty side of things than every day use.  -- Here's hoping the next year changes that with more capacity to work with apps and more iphone compatible.","December 13, 2016"
"4.0 out of 5 stars","Mike","Love Echo Dot"," Love Echo Dot!So, full disclosure I'm a 100% Apple guy, but they just don't have the AI options that the Amazon offers with the Echo Dot.  I bought one of the Echo Dots mid-January and then purchased my second a week or two later.  I currently have one on both floors of my house and could not be happier.  Prior to purchasing the Dot I installed about 20 ""Smart Switches (GE/Jasco)"" in my home to automate lighting.  I also have two Nest Thermostats.  With the Echo Dot I'm able to control all of these products through the Wink Hub.I chose the Dot over the full size because I didn't want to be held to their speaker.  I have my downstairs unit connected my Samsung Sound bar and my upstairs unit connected to JBL Bluetooth speaker.  Although, the installed speaker is pretty decent by itself for talk radio or just getting the answer to questions.Setting up the Dot and configuring it with my Wink Hub was seamless and took only seconds.  Really a true plug and play device.My only complaint would be the learning curve when it comes to the talking with Alexa and her sometime inability to understand what I'm saying, but a little over a month in it's getting easier.I also subscribed to ""Unlimited"" music on the Echo and love it.I have attached a video of the lighting automation with just a few of my lights, pretty cool to see in action...... The future is here! (Disregard the intro and the mess, was made for a buddy of mine).","February 13, 2017"
"5.0 out of 5 stars","Amazon Customer","Five Stars","This is an amazing evolutionary, transformational product! Kudos Amazon!","October 27, 2016"
"5.0 out of 5 stars","Amazon Customer","Great WiFi connection!","WiFi is very stable; overall performance is beyond expectation!","November 19, 2016"
"5.0 out of 5 stars","Akila7","Five Stars","Love this for my classroom. Cannot wait to use it!!","April 4, 2017"
"5.0 out of 5 stars","Glenn H. Kogan","Love the music","Wife and I am enjoying this product.  Love the music.","March 3, 2017"
"5.0 out of 5 stars","J. Crow","My kids love this! We have both the full size Echo ...","My kids love this! We have both the full size Echo and Echo Dot.  Speaker is fine for one room and works perfect for my kids!","March 19, 2017"
"4.0 out of 5 stars","yank-longship","Its a Good start.","Works pretty well, need more apps for it. Its a great start. Recommended.","March 31, 2017"
"5.0 out of 5 stars","Tim G","Should be Re-Branded to ""Echo Infinity""","Alexa is so much fun!!!  My Kids absolutely love it and the benefits of having the Dot assist in my home automation is fantastic!  The possibilities are truly endless with the Echo Dot.  Everything from answering questions, turning on my lights, providing me with weather and news, telling a joke, playing a game or any of the thousands of customize-able options.","December 7, 2016"
"5.0 out of 5 stars","Charlie","Love this device","Love this device. I'm enjoying this product so much. Alexa has understood me perfectly each time and responded appropriately. This will replace my alarm clock and several other electronics in my house.","December 4, 2016"
"3.0 out of 5 stars","BenFTW","The future is soon!","Lots of potential here, but there's a ways to go, and some improvements that could be made to the design.The rubber backing, and the fact that the cables plug in near the + button make wall mounting problematic. Adhesives don't stick to the rubber backing (or I'm afraid they'll ruin the rubber or become permanent) so you're stick with a mounting bracket. And when on the wall, the dot is upside down so that the USB cable can hang off the bottom. Not sure if that affects the mic performance (probably not) but it's one of those little quirks that can be annoying.  A proper, permanent wall mount and a way to hide the wires would be huge and could turn this into a staple fixture for smart homes.Fro the integration, I love that there is support for Harmony and for Insteon. I'm getting closer and closer to whole house automation. But the problems I have are:*Support for multiple users is pretty terrible (on the surface it's fine, until you try to do something like play Spotify while not on your main Alexa account)*On a related note, it seems like the AI should be able to at least attempt to identify voices to tie people to specific profiles*Sometimes I'd like to issue commands from my phone, so as to no t wake up my wife by talking to Alexa in the middle of the night*Sometimes Alexa just doesn't understand what you're saying, even when it's a command you use all the time and has always worked before and there's no ambient noise to blame. It works just well enough to make you let down your guard and be extremely annoyed when it happens again.*The bluetooth speaker connection isn't always smooth or obvious that it's connected and working. It'd be nice if the app showed the bluetooth connection status and allowed you to connect/disconnect known devices from there. In fact it might be there but it's buried in menus a bit.*I wish that Alexa was not so tied in to other Amazon services. I don't care about Prime music streaming, and there's lots of advertising and hooks to get you to buy more Amazon stuff. Stop it, I'm already a customer and a fan - you're being too clingy, Alexa. I'd be willing to pay more for a device that isn't so biased toward selling a particular brand, but unfortunately I don't have much hope for HomeKit or Google Home to do any better. Maybe IFTTT can make their own AI and hardware and it will solve this problem.","November 10, 2016"
"4.0 out of 5 stars","MikeR","Time Saver","New to Alexa -  recommended by a friend. The convenience of obtaining basic information like weather reports within seconds is great. The deficiency is that Alexa fails to understand numerous inquiries and does not seem to be connected to Wikipedia so she often has no answers. I do not have smart appliances so the voice control function is not a plus for me.","January 24, 2017"
"5.0 out of 5 stars","Pythagoras","Easy to set up and fun to use.","Easy to set up and fun to use. Just learning all the things it can do. Easy connects to soundbar by Bluetooth if I want to listen to music. If soundbar is turned on then the Echo plays through it, otherwise the built-in speaker works. Very happy with it and would (and have) recommend to others.","December 26, 2016"
"4.0 out of 5 stars","sportbikerr1","They need to support children accounts for at least music preferences alone.","The only problem with the echo / dot's is that they don't support child profiles or any safety to switch users.  Even if we we're to not worry about ordering items by voice this is still a problem because kids like to play music and then it will show up on an adults account for preferences.","January 10, 2017"
"5.0 out of 5 stars","daplath","These things are great! Easy to set up","These things are great!  Easy to set up, versatile, and an ever-expanding list of functions you can use 'em for.  I have this one paired with a Bose SoundTouch 30, and together they make a great combination of excellent sound and simple set-up at a reasonable price for a really high-quality sound system.  Highly recommended, and the sound quality with the SoundTouch 30 is just amazing.","December 18, 2016"
"4.0 out of 5 stars","Bryan","Great product. Except...","First I'd like to say the echo dot is a new and exciting product. For what it does, plays music. Weather. Asking it questions. Akinator is fun as well. Its like having my own personal assistant. And for that it's great.But I admit there are a few things that could use a improvement such as when u set a alarm. It works but there is about a ten seconds lag once the alarm goes off you can try and get Alexa to snooze. It may seem like it's not a big deal. But it drives me bonkers. Yes your able to get up and manually get it to stop but I'd rather just say Alexa snooze. But it appears to me there a delay.And another negative is Akinator when played questions get asked and you have minimal time to respond before the next question goes. It would be nice to have a little lag so you can think and answer. But for the price and what it does. It's worth the price and more.One recommendation is I would say buy a external speaker Bluetooth or aux or alternate speaker because the one on echo leaves much to be desired. If the improvement for snooze/cancel alarm I'd definitely give it 5 stars no question about it.","November 24, 2016"
"3.0 out of 5 stars","Vegas Steve","Ok when it works, problems that need fixing","It keeps losing or stuttering to my bluetooth speaker (I have two bluetooth speakers and two echo dots and both exhibit the same behavior).  I wonder if Amazon cheaped out on some component to bring the price down, other than the speaker.  Also had a difficult time setting up one of them.","November 7, 2016"
"5.0 out of 5 stars","The Grandparents","Works great! Hooked right up to our network via wireless ...","Works great! Hooked right up to our network via wireless and follows commands as demonstrated on the web. You will need the bigger Echo for a larger room because the speaker is small and it is not very loud in a big room even at full volume. Other then that, it is a cool little device!","January 8, 2017"
"4.0 out of 5 stars","Tom Maynard","Alexa gradually becomes more helpful, and welcome in our home.  *Maybe*a network issue [pending review]","Perhaps I'm simply impatient but if the Dot loses power it doesn't seem to reconnect to the network on its own.  The City is replacing light poles in my neighborhood and we've had two (brief) power outages in one week.  Both times our Dot did not automatically reconnect to our network, but to be fair I may have been impatient.  If it happens again I will sit on my hands and update this review after patient waiting.Otherwise I couldn't be happier with my Dot.  I'm not much for speaking to inanimate objects, but Alexa makes that somewhat easier.  I bought our Dot primarily in order to control a lamp in our finished basement (the primary light source in the main room).  ""Alexa, turn on the basement light"" is so simple to say at the top of the stairs (with an armload of laundry, say) so that problem was solved.  Then gradually the Dot has taken control of our sound system (Play), our selection of outerwear before dressing to go out (Weather), and so on.Heck, I'm even working on a recipe skill of my own to remind me of times/temps when I've got slippery/greasy hands in the kitchen.A regret: The Dot (and thus Alexa) can not control the Amazon Fire TV (or Stick).  It would be nice if I could simply ask Alexa to select a video rather than having to pick up a ""Voice remote"" and push a button to control my television.  Does anyone else see the irony there?","February 16, 2017"
"5.0 out of 5 stars","Margaret W","I LOVE, LOVE THIS PRODUCT","BEFORE ORDERING, I ASKED IF THIS ECHO PRODUCT WAS EASY TO USE AS I AM LEGALLY BLIND - I RECEIVED 3 ANSWERS AND THEY WERE SPOT ON.  I LOVE THE ECHO AND IT HAS MADE A BIG DIFFERENC E IN  MY LIFE BECAUSE IT IS VOICE ACTIVATED.  THANK YOU AMAZON FOR THIS WONDERFUL PRODUCT AT A VERY GOOD PRICE","January 11, 2017"
"4.0 out of 5 stars","Sheree","Yep","So far I've programed her for news, weather, my favorite music station, and some lights. It took some convincing for my tech-avoiding DH to get an on-off Alexa compatible switch.  Said I was too lazy. True that, but when our lights are plugged into a 7-outlet thing and the lamps and table get bumped every time we turn on or off the power (one lamp would scare us as it took orbit)...  Even being careful, we'd hit the right lamp's lampshade and have to straighten it. Now, I have them programed to turn on at 5am, off at 11pm, and if I need it on or off at other times, I just ask Alexa! Sweet! I think I've converted my DH.The reason for the one star removal is the Alexa app that this works with. Most of the ""skills"" are written by wanna-be programmers testing it out. Useless or less than perfect skills. There are a few good ones out there but, again, few. I do like the ability to tell Alexa to play Christmas music, and she does!","December 13, 2016"
"5.0 out of 5 stars","Tom C","Works great, Speaker better than expected for music","Works great, Speaker better than expected for music.  I will have one of these in every room of my condo shortly as we use them to control our tv, xbox, air conditioning and most of our lights.  Really makes everything just a little bit easier, and adds a fun factor when we have company over.","January 2, 2017"
"5.0 out of 5 stars","David P Clark","Great Girl","My best new girl friend--ok, only girl friend. My wife likes her too. Use her to make shopping list. She has a sense of humor, tells me jokes, plays music I want to hear, adjusts volume on speaker, helps me shop on Amazon, does not laugh at me, and most importantly, listens to me as long as I address her by name first.","November 27, 2016"
"5.0 out of 5 stars","D. Briscoe","Great!","Received as a gift for Christmas from our daughter.  We would never have thought to purchase this even though we are installing nest, August, etc.  What a great gift!Set up was done in about 2 or 3 minutes.  You need to download the app first.We immediately started playing with the device.  You can play music, get weather and news reports, play games,...a lot of things.I was sure this would be a bust like most voice interactive devices.  The interaction is remarkably smooth.  Even when you mumble it can sort out the info.  My husband was using power tools in another room and even with the racket he was making it picked up every word I said.  We sometimes whisper its name because it has remarkably sensitive hearing.  It hears us from another room.  Don't think you are going to pull one over on it, lol.Tonight I paired it with some Thonet and Vander bt speakers.  It took a couple of tries until I realized I had to do it thru the Alexa app.  By the way, it supposedly will not pair with speakers that use a PIN number.  It works ok.  It took about thirty seconds for the music to stream. It seemed like it was trying to buffer or something.  Once it got going though, it worked well.  The built in speaker on the device is surprisingly good.I am considering getting this with a bt speaker for my own parents.","January 22, 2017"
"5.0 out of 5 stars","Redogue","Great for a ""Smart Home""","We bought 2 of these - one for upstairs and one for downstairs.  This, along with the Hue can control our lights.  I listen to music, hear the weather and news, and ask Alexa all types of questions.  This is great for all people but it's especially good for those with disabilities.","December 28, 2016"
"5.0 out of 5 stars","Steve P.","really, really like this despite limitations.","I am learning the skills and there are one or two problems. But I love this device.Problems:Volume. Using the Dot's built-in speaker works really well. It's not a high fidelity experience, but definitely good for spoken word. Music is...alright..but won;t replace a better set of speakers. Although the volume problem is present using the native speaker (the news brief is far softer than the Alexa voice...so Alexa is yelling at you if you want to hear the brief across the room...it's magnified with external speakers attached to the Dot. So you have to either use the physical buttons to turn the volume up, then down - or use the ""alexa - volume up/down"" command multiple times - which is cumbersome. Also, on my system (windows 10 - anniversary) you lose the native windows equalizer feature when playing over bluetooth, so you are left with whatever built-in problems are with your speakers (mine have overly boomy bass without EQ)so I can stream anything from my PC to Dot as BT speakers...but I lose my equalizer settings when I do.Services:You have to have premium services for some things to play directly from Dot. Spotify is a skill that has to be premium. That wasn't clear to me up front (probably my fault for not researching more). So if you have a ""must-have"" check in advance.Pro's.This machine is awesome.  Even before tuning to my voice it recognizes what I say, I can hook it to PC's, tablets and pretty much anything. It has a VAST selection of native talents, and the skills that are available are great. I can sit here and do my work and chatter at Alexa via my dot and get music, news, weather...I have tried a few household control things and they work just fine.Everytime I use it I learn more things it can do - mostly useless (even if fun) but a lot useful. I can live with the volume problem, also some sales crap which is off-putting, and I use this thing all the time for music, weather, news...basic questions that come up in online arguments. And it really amplifies my other devices.","January 19, 2017"
"5.0 out of 5 stars","Amanda","Awesome!!!!!","I haven't been this excited about a tech gadget in awhile. I had high expectations for this gadget and that is what it's delivered and then some. At home I don't have a real assistant and my son refuses to read a book to me or set my alarm or turn on my Spotify so I've adopted Alexa:) It's a pretty great device, it does all that is stated in advertising and much more. I have been able to listen to audio books, command a playlist to open on spotify to play instantly with the ability to control the volume on command. I have set it to brief me on current events and news, I use it daily to set morning wake alarms and timers when I'm cooking and I can ask for cooking recipes and cocktail recipes. It will give me the game times and scores for my favorite teams, it tells me what traffic is like before I head to work, and just for fun I have connected it with my Firestick and it can pause when I need to take a break and resume when I return. And last but not least I currently own only one type of smart home device which is the TP-Link plug which I've connected to a lamp and it's just awesome to have the ability to turn a light on by voice command when I enter a room and before I go to bed. Very cool technology, I highly recommend this awesome little gadget. P.S. for the reviewers who hate it you probably need help setting it up. And I've helped set up 10 Echo Dots now and when it doesn't connect to the internet you either need to reset and start over or there is a problem with your internet. For the guy who said it doesn't turn on his tv, the description doesn't claim that the dot has that capability but the harmony hub should help:)","October 27, 2016"
"5.0 out of 5 stars","Oldguy","Love it! I now can have a conversation with ...","Love it!I now can have a conversation with my new buddy, just kidding.The possibilities are enormous.I do have a slight German accent, even after 30 years, but Alexa has no problems understanding what I say.She can do a lot of things that would require a note pad and a pencil, one thing I still have to figure out is, if she can print a shopping list tomy printer? Well, even if she can't, it is a neat gadget. In my bathroom, those very intelligent home designer, have put the light switch behind the door, meaning, in the dark it is difficult to find it. So, I installed a TP-LINK WiFi switch and viola, now if I have to go, I tell Alexa to switch on the Bathroom Light. By the time I get there, it is lit and I can find the bowl more easily, hi, hi.There are many other things she can do. I am a prime member, therefore I got access to Prime music. With a small speaker attached, or not, she entertains me with the music of my liking. I you are in the mood, she can tell you a joke, no dirty ones of course.The other day I wanted to know how much the distance is between two points and asked her. She came up with the answer, right away.It'll take some time to explore most of the things Alexa can do, oh yeah, you need some device that run the Alexa App and lets you initially connect to the device for setup purposes.","January 9, 2017"
"5.0 out of 5 stars","N. R. Forbes","Cool Device.","I bought this one as a gift. So it has not yet been opened and used. However, I already own two and I have gifted 2 more to other people, that I purchased from one of TV shopping channels. So my review is based on the two I have. I like it a lot. There were a few times where Alexa didn't respond to my request. But I just repeated myself and I paused after saying her name giving her time to hear her own name first and she responded. I think that is the trick don't say her name and the command all at once. Say her name, pause, then say what you want. The price is what made me purchase another one and Amazon had a special deal $10 off their regular price. It made the decision easy. The Echo Dot does everything that the Echo does the only difference is the sound quality. My Uncle has the Echo and he says it sounds wonderful. The Echo Dot sounds good but paired to a Bluetooth speaker it sounds even better. The Echo Dot has a smaller speaker than does the Echo. Hence the reason for the price difference. I have a bunch of Bluetooth speakers in my house so the decision was easy to make. I hope Amazon has more in store for Alexa.Cons: She doesn't do follow up questions without you having to repeat the subject and the Skills suck at least most of them do. They either don't do what they advertise they are supposed to do or they don't work properly. Then there are some that are just plain useless and serve no real purpose. I am praying and hoping that these two things improve with time for Amazon's sake and mine.","December 29, 2016"
"4.0 out of 5 stars","The Headhunter","Just GET ONE!","I have one of the original Echoes -- bought it sight unseen when Amazon offered it to a few Prime customers for $99. I'd never give it up. Bought two Dots for our house and love them.PROS: The mini-jack lets you use your own external speakers, unlike the Echo. It just works! It's a less costly version of the Echo.CONS: There's no ring on the top you can turn to control volume like on the Echo -- I really love that Echo feature. But the buttons you get instead aren't bad.Some find this product confusing. It does exactly what the Echo does for less. It has its own speaker, but not as big or good as the Echo's. But it's still good enough. On the upside, you can attach it to any speakers or amp you want using a mini jack and cable.If you still don't understand what Echo and Dot are all about, JUST BUY ONE! Get the Dot. You'll love it. I have one in the bathroom. I listen to the news while shaving, music while in the shower, check the weather report, and play a round of Jeopardy with Alexa every day. I also make lists of things I need to do while I'm still in the bathroom.We now have one Echo in the kitchen, and a Dot in each of two bathrooms. We love Alexa! Haven't even tried using the ""home controls"" features with lights, etc yet -- but we will.Amazon has a real winner here!","January 14, 2017"
"1.0 out of 5 stars","Derrick A. Crow","Do not waste your money. It is a shameful product","this does nothing that your phone, tablet, or computer cannot do. It is a best a toy, at worst a ploy to get you to buy services. My major complaints are as follows, first, it has no memory, second, the dot will suddenly start talking even when it is not addressed, third the ""skills"" are simple games or ways to order something, fourth, if you want to play music, you must use a streaming app, or you must use their proprietary system. This is great if you want to spend money, or you have the space to save music twice. It is a shameful device that does nothing, is nothing, and is worth nothing. It is a shame that your company is preying on the tech impaired. Before someone lists off everything it can do, please only list things that other devices cannot do. I was on the phone last night with Amazon, and they were not able to list one thing that do did that other platforms could not. I was even able to get the representative to admit that it offered nothing new.","December 28, 2016"
